word,cluster_id
cheeks,25
reach,476
old,935
death,692
imagined,970
sighed,787
eat,745
start,972
wearing,843
sleep,573
does,757
age,988
considered,725
knees,25
nose,623
glanced,921
forehead,513
comes,54
thinks,757
money,781
pick,382
position,989
apartment,653
miss,17
recognize,411
phone,797
replied,276
buy,790
teeth,73
answered,982
attention,87
hit,719
greeted,615
pressed,749
received,90
forget,678
listened,863
calling,173
grabbed,751
dress,878
expression,852
part,591
young,935
sees,865
faces,789
chose,644
ﬁnd,366
remained,862
checked,386
good,713
surprise,437
ready,877
door,353
needs,572
stand,774
broke,862
shouted,84
gotten,939
saved,833
gets,931
forgive,703
cheek,148
people,683
chair,179
lose,994
hope,368
drove,714
desk,810
cried,543
marry,510
protect,589
uncle,326
dragged,337
struck,259
makes,182
change,257
hurried,354
goes,182
eye,372
crossed,818
repeated,783
climbed,818
drew,156
playing,559
treat,696
refused,438
ate,827
aware,175
woman,825
hoped,644
beat,122
walking,264
thoughts,930
hung,163
forgotten,486
save,291
ignored,749
turns,914
about,877
enjoy,273
treated,883
pull,996
learn,972
slipped,841
visited,514
chin,545
sold,588
dressed,378
suggested,352
poured,451
jumped,715
grandmother,739
shared,92
headed,714
catch,138
kind,905
hate,436
close,579
question,979
wear,937
woke,190
warned,884
ears,111
share,391
hated,611
hired,833
chosen,90
promise,221
pleased,134
stomach,111
number,793
die,217
grew,845
gathered,330
write,678
interested,713
ear,518
thanked,407
pass,879
alone,808
one,180
days,519
meeting,965
written,657
shirt,513
worry,257
discovered,858
accepted,725
tired,713
throw,984
shut,378
failed,153
was,92
years,733
loves,394
laid,280
company,540
ﬁngers,772
living,702
gives,26
tongue,111
contact,160
grown,19
willing,483
best,23
prepared,593
lucky,293
blame,74
afford,435
push,104
spotted,337
bother,971
knocked,296
lap,179
choose,319
presence,353
plan,556
enjoyed,153
rose,531
men,760
offer,93
notice,944
wished,439
guess,770
lowered,749
listen,141
heads,598
tone,518
tea,143
seems,610
disappeared,163
expect,135
story,152
feeling,559
alive,465
drink,761
hesitated,142
laugh,461
wrapped,749
rolled,457
likes,860
keeps,421
fall,232
finger,518
person,172
moving,586
glad,195
car,653
carry,994
wiped,715
sounded,276
shown,229
teach,74
following,551
safe,710
settled,899
lead,674
table,794
day,503
lit,562
staying,699
described,607
remind,867
bent,302
cleared,650
partner,646
mention,611
wrong,713
begged,928
realize,83
kicked,296
relationship,677
fault,524
released,512
foot,545
running,586
keeping,971
searched,849
explain,853
end,258
open,792
bag,353
wake,990
case,340
feels,182
spend,775
jacket,530
address,835
continue,191
point,616
expecting,768
covered,154
filled,281
feelings,871
arranged,439
cup,87
seated,684
squeezed,156
country,677
puts,26
frowned,28
concerned,553
giving,768
staring,561
boy,978
boss,23
gestured,294
steps,587
planned,153
suspect,608
smiles,426
fought,438
reading,578
helping,74
beautiful,700
drank,818
fallen,438
seat,772
support,925
slid,562
assured,407
rushed,457
involved,630
check,366
coat,530
lying,264
cousin,826
grandfather,58
glass,518
informed,407
rubbed,715
contacted,976
announced,888
interrupted,333
lie,937
colleagues,506
guessed,203
kiss,331
ended,438
served,575
career,781
claimed,153
free,483
crying,903
spoken,129
force,542
agree,135
begin,83
speaks,182
smiling,701
bear,633
serve,104
locked,698
hat,530
patted,451
burst,977
conversation,71
sensed,10
happened,816
hugged,337
emerged,142
control,395
discussed,699
approach,837
slapped,406
future,285
convinced,658
removed,813
upset,748
interest,116
snapped,278
neighbors,550
speaking,245
sick,700
pulls,26
breathing,882
screamed,84
eyed,400
tapped,549
examined,570
demanded,543
tears,786
sell,790
assumed,729
welcome,277
consider,994
respond,393
careful,459
sits,409
sense,53
cry,559
sleeping,196
better,459
murmured,278
picture,395
instructed,928
drive,538
holds,26
grinned,549
putting,768
trip,103
smell,427
suppose,716
suit,125
accept,30
admitted,725
thrown,37
appear,525
cared,816
suspected,129
carrying,45
bedroom,206
angry,571
blood,687
hide,994
enter,311
stuck,274
declared,252
provided,514
grateful,539
wonder,135
writing,391
eyebrows,530
baby,236
cast,570
bowed,876
using,76
proud,204
fear,566
swung,446
dreams,717
marriage,550
breasts,25
spread,107
won,764
sound,536
sipped,650
step,232
raise,312
aunt,838
window,804
pulling,656
paying,662
ones,798
bodies,762
scared,224
bringing,22
cigarette,518
assigned,885
manage,83
ﬁnished,680
lip,526
buried,65
food,285
pants,73
wrist,262
different,957
exclaimed,451
study,93
fight,685
finds,214
leaves,552
glasses,804
shoot,22
older,700
stands,369
palm,526
forgot,51
listening,264
allow,633
fine,571
families,581
pockets,36
break,32
waist,577
eaten,764
things,340
works,758
pushing,984
responded,898
dreamed,858
continues,263
faced,720
planning,435
brings,820
gazed,404
rang,673
studies,417
trousers,545
certain,571
escape,53
features,48
past,285
danced,680
status,503
beauty,896
secretary,374
abandoned,607
blinked,278
dare,196
murdered,205
arrival,71
greet,606
book,125
report,469
memory,942
suffered,153
chopsticks,353
card,359
figure,907
invite,104
owe,436
brushed,280
urged,101
complained,438
recalled,386
encouraged,575
stare,461
decide,869
sending,440
produced,386
childhood,206
turning,870
muttered,715
peered,549
fed,114
hips,25
self,769
committed,897
built,983
toes,545
shake,77
dream,422
nods,263
begins,409
folded,715
plans,691
shifted,142
swallowed,117
delivered,171
capable,957
intended,438
word,508
shakes,26
lied,729
tucked,568
investigation,453
order,100
excuse,867
act,599
appreciate,135
admired,607
exchanged,163
presented,607
begun,729
asleep,754
grow,678
reaction,508
choice,152
bothered,639
knelt,84
idea,942
recall,196
hire,696
role,508
chinese,304
world,846
surrounded,114
brain,206
tries,409
feed,104
arrested,440
worn,328
arrive,67
trusted,765
traveled,19
belly,526
accompanied,37
hungry,41
concern,856
silent,877
straightened,278
daughters,103
introduce,951
losing,22
decision,340
washed,330
leg,526
count,188
grip,73
walks,887
lover,875
marched,65
experienced,171
questions,767
girlfriend,374
remain,3
calm,949
smelled,888
guide,458
anger,871
stumbled,818
accompany,440
shocked,553
beginning,66
wives,581
names,62
blamed,165
switched,849
shoved,296
confused,60
connections,540
finish,311
frightened,230
motioned,404
accused,885
please,440
health,503
guest,304
thighs,577
reminds,270
concluded,352
unable,539
picks,369
counted,888
beckoned,281
heels,48
rode,40
drawn,964
identity,846
books,353
background,503
leading,684
reported,129
disappointed,553
breathed,142
letters,503
appearance,804
girls,236
convince,361
drop,538
owned,153
letter,508
receive,30
shaking,999
situation,103
deserve,319
direction,48
school,103
impressed,60
excused,407
request,524
struggled,448
dialed,732
hoping,586
exhausted,693
laughing,561
pictured,698
backs,565
addressed,229
burned,396
plate,206
dug,849
claim,258
dad,58
birthday,647
feared,438
warn,22
focus,53
brow,526
night,857
efforts,340
bet,536
attacked,639
betrayed,639
elbow,111
cursed,154
building,422
rested,585
sleeve,111
knowledge,508
scanned,813
ignore,77
tied,660
respect,925
problem,236
avoid,811
jaw,526
swept,660
named,768
win,83
packed,252
attended,153
signed,396
luck,103
experience,524
driver,896
beaten,122
leans,887
thumb,577
hid,969
summoned,229
fool,602
tore,448
english,647
embraced,546
driving,301
adds,263
bit,697
silence,429
excited,483
pregnant,539
answers,634
prefer,436
believes,975
response,974
lungs,262
teaching,246
resumed,898
quiet,14
youth,942
responsible,204
provide,319
parted,10
weight,262
facing,155
hiding,188
determined,134
stole,171
more,754
poems,516
last,874
tossed,665
mom,58
watches,26
ill,539
avoided,829
gripped,406
refuse,188
missing,833
wandered,818
means,831
questioned,575
serious,459
finding,74
doubt,913
starting,586
embarrassed,134
wondering,918
drunk,945
stretched,457
guided,337
risk,855
orders,183
runs,316
present,830
discuss,141
hurry,292
admit,764
killing,122
belongings,103
eating,45
sang,911
lets,522
travel,43
soul,508
list,239
thing,304
backed,330
acted,252
recovered,439
ankles,262
sank,448
student,465
stops,522
strength,127
stupid,957
bones,468
pretend,196
hearing,992
brothers,212
skirt,987
survived,415
required,582
fled,725
stories,11
image,353
relieved,819
recommended,735
hotel,340
teacher,304
opens,409
remembers,576
thrust,969
cross,667
yelled,278
suffer,83
elbows,73
sisters,653
party,11
singing,320
pretended,439
purse,48
strolled,585
doubted,386
fate,508
applied,10
speech,353
overheard,698
tipped,65
sends,975
crazy,959
sing,937
history,285
papers,894
chance,340
showing,768
uniform,0
wrists,545
passion,152
imagination,974
startled,267
seized,859
observed,386
drag,104
declined,10
regarded,582
sake,152
duty,285
strong,754
senses,144
snatched,969
threatened,411
collected,252
helps,110
footsteps,48
lift,851
survive,30
bowl,468
tempted,344
first,640
absence,508
overwhelmed,224
ﬁnger,530
collapsed,818
bags,666
follows,123
abandon,685
nervous,195
wound,548
gasped,404
minds,62
protested,10
persuade,223
search,395
growing,586
talks,866
account,103
pushes,123
shows,110
desire,166
leaning,10
village,503
stroked,715
companion,687
belong,311
release,246
reflection,111
gun,373
relatives,760
kid,640
visiting,312
member,905
cop,204
tilted,549
boyfriend,942
starts,900
slip,133
spot,773
suitcase,111
cook,638
reply,320
favorite,752
lack,285
thigh,262
customers,227
awake,754
glance,566
power,239
sons,647
enjoying,188
hang,538
draw,613
smart,905
hears,214
driven,378
land,718
broken,189
spat,84
yanked,969
wishes,49
lies,634
studying,15
punish,440
wallet,518
comfort,207
earned,415
master,948
practice,100
add,764
touching,331
escaped,829
voices,449
class,340
pain,871
offers,689
ways,422
withdrew,446
preferred,438
opinion,285
anxious,41
drained,86
stirred,888
mood,206
chuckled,28
welcomed,607
assure,669
grandparents,212
okay,905
reaches,887
spirit,767
brows,518
wears,214
rooms,666
poor,959
younger,465
mistress,769
ribs,987
clients,31
strode,404
assistant,769
comment,327
rich,459
connected,963
fuck,696
separated,641
full,957
dying,855
limbs,47
nails,111
landed,3
clean,940
ushered,65
concubine,304
temper,347
prevent,344
i,58
press,933
understands,421
visits,49
journey,125
palms,577
rid,165
requested,829
commented,898
admire,662
paint,807
corrected,15
stares,177
teased,15
strike,690
phoned,735
dancing,917
reputation,767
proved,252
focused,274
smoked,40
eager,195
departure,846
succeeded,415
curious,754
accent,353
laughs,409
students,474
ring,226
hates,560
jump,432
meals,666
regret,323
attend,196
prepare,690
arrange,188
nerves,468
learning,66
government,227
city,239
writes,552
behavior,508
deserved,853
grasp,823
happen,135
dismissed,698
glances,689
breathe,3
stick,105
belonged,163
late,465
same,959
huddled,903
searching,944
punished,122
desperate,41
argued,729
deny,764
acknowledge,497
movements,36
handle,77
spun,156
nature,767
nice,905
reason,652
guests,524
familiar,957
taste,119
echoed,543
arrest,925
fired,37
translated,439
shouts,689
advice,974
noted,543
blew,457
knee,262
beg,909
reminding,953
forcing,953
fetch,551
assume,612
husbands,581
view,566
doctor,590
protecting,440
robe,526
uses,975
occupied,171
cover,495
included,698
judge,609
neighbor,508
engaged,582
points,177
stolen,612
honor,100
preparing,51
inhaled,117
sought,853
drinking,193
manner,347
interests,479
witnessed,486
practiced,544
painted,764
murder,116
glimpsed,163
memories,871
saving,554
ducked,448
boots,286
tugged,278
distract,868
crouched,544
ancestors,103
collect,913
will,942
boarded,438
enemy,652
fill,312
attempt,654
eyelids,179
wedding,647
poet,39
fighting,515
interview,965
little,905
stripped,328
cleaned,51
selling,43
understanding,166
nostrils,262
bad,75
ashamed,41
skills,285
shouting,289
host,371
betray,356
passing,578
maid,304
women,491
suggest,83
marrying,74
problems,103
fist,47
being,424
bore,289
notebook,974
treating,165
created,633
insists,68
sounds,817
smoothed,876
squinted,278
punched,406
returns,177
god,974
confessed,525
cries,295
mouths,654
hopes,566
shout,933
dresses,566
fit,605
charged,698
revealed,439
owed,607
fan,591
developed,415
acknowledged,611
target,39
line,943
prove,764
dipped,665
regretted,729
remove,851
dumped,575
slammed,849
waves,5
actions,767
servant,136
sides,987
vision,47
wash,995
grab,613
train,226
inviting,870
poked,8
mumbled,10
froze,86
dance,432
trained,698
light,419
insist,188
waits,214
suggestion,974
twenties,604
launched,486
success,103
anticipated,352
sign,32
information,31
colleague,769
clutched,84
collar,262
worth,533
language,822
type,387
sets,689
passes,552
embrace,763
painting,872
directed,396
scolded,378
seek,918
temple,687
eased,660
pen,468
bound,909
well,539
tasted,330
quit,415
steal,913
dared,525
vanished,163
temples,731
hearts,62
content,95
clear,874
pauses,214
leads,123
giggled,280
cause,712
distance,57
fists,36
sucked,8
hesitate,918
possessed,415
blushed,451
heading,51
classmates,127
disappear,196
clasped,568
character,652
charge,450
retired,301
apologize,196
reflected,531
worries,450
slumped,448
interviewed,833
ﬁlled,680
flashed,280
registered,203
tall,172
gown,48
catches,5
throws,123
whispers,316
pays,632
secrets,760
enemies,342
happiness,942
require,768
signaled,570
weak,539
jewelry,846
calmed,964
winked,28
drifted,190
disappointment,127
hidden,61
meal,666
mistake,298
waving,107
knowing,690
spine,47
warning,395
joked,10
customer,947
rest,432
responsibility,31
joining,833
grasped,665
replaced,396
stays,632
project,103
dragging,378
jerked,84
protected,909
paper,767
ride,495
snorted,543
sad,539
persuaded,411
flesh,468
groaned,8
chasing,118
extended,849
winced,278
viewed,203
encourage,551
suffering,580
discover,301
places,648
intend,83
destroy,811
ability,508
kidding,319
pack,599
ankle,48
clapped,264
forties,498
lines,872
thirties,498
caused,829
message,974
intrigued,267
react,586
adopted,870
restaurant,103
shift,670
serving,118
performed,415
chased,698
rescued,115
exhaled,278
sort,968
handsome,172
small,387
kick,416
attempted,163
beating,929
pronounced,15
fears,209
year,16
lock,7
luggage,894
slippers,530
reasons,152
referred,486
safety,340
group,760
connection,239
praised,607
gather,538
inspector,590
succeed,76
circled,969
trailed,531
grief,152
delighted,483
drops,177
describe,613
teasing,992
ignoring,37
wept,8
attack,423
spirits,127
indicated,28
ruined,913
mad,387
moves,316
buying,612
becoming,245
pride,846
dashed,977
letting,76
quoted,76
knock,50
realised,52
form,666
gift,218
sleeves,373
flew,330
tie,604
adored,171
blurted,439
pinched,549
avoiding,829
climb,402
identify,829
recited,163
spy,332
path,59
approaching,411
curled,660
were,544
clothing,143
satisfied,13
spare,554
flipped,10
appreciated,486
nephew,424
correct,840
brush,327
oﬀered,15
ﬁne,14
mama,767
reassure,953
shivered,543
nudged,154
bored,13
thin,509
loving,69
team,795
cousins,767
birth,503
height,47
coughed,543
obey,312
build,612
entertain,7
cares,632
threaten,104
longed,51
passport,942
warm,830
attitude,16
slowed,8
circle,227
theory,11
pictures,872
returning,829
resisted,190
settle,189
resist,633
lunch,206
approval,670
confirmed,439
granddaughter,347
crawled,977
lifts,522
carries,552
leader,256
possessions,239
barked,280
destroyed,7
servants,948
hip,577
dear,896
debt,760
plunged,888
rocked,969
homes,528
struggling,51
proposed,525
awoke,448
date,795
posted,203
smoke,578
service,795
schedule,508
replace,497
hissed,543
wounded,22
cuts,815
respected,639
s,497
retreated,163
offended,7
heaved,969
dig,402
identified,641
scratched,264
pretty,172
paced,543
chatted,252
important,959
statement,769
deal,528
poem,932
research,103
coffee,125
stunned,88
throwing,411
poetry,152
contemplated,386
earn,319
grimaced,451
boys,943
clicked,570
explains,522
responds,214
dinner,347
fail,613
quarters,670
traced,278
appears,316
condition,942
muscles,262
wanting,918
distracted,693
bathed,154
scream,933
overcome,61
argue,586
fucked,515
lonely,75
seats,466
planted,15
nod,432
blouse,262
teacup,424
balance,262
shop,306
round,803
examine,94
supported,61
swear,918
failure,652
grabs,522
loyalty,760
file,524
trouble,479
obtained,438
rented,438
education,769
deliver,216
inform,624
purchased,438
skipped,543
picking,855
behalf,152
reveal,76
's,94
cabin,143
ghost,806
kids,11
note,429
misses,727
denied,118
grunted,549
kindness,347
garden,508
shock,463
reassured,146
ripped,396
pinned,969
slap,779
torn,193
acting,402
lights,892
swayed,457
handbag,731
remarked,888
flung,813
command,35
escorted,378
savings,239
divorced,833
cigarettes,373
catching,628
repeat,411
frustration,347
guard,72
performance,672
briefcase,353
destination,822
officer,640
clever,39
wine,143
express,228
copied,51
traded,438
mothers,62
loaded,61
wave,78
pillow,738
plays,866
lovers,652
talent,767
treats,405
hits,260
suits,450
bite,32
box,127
belt,373
knuckles,36
comforted,115
swallow,94
pleaded,849
greeting,207
friendship,795
established,709
choked,396
cooking,395
encountered,330
ticket,218
rise,528
transferred,582
educated,165
invites,727
resented,829
frame,143
impress,641
demands,648
wealth,239
complain,853
laughter,518
tear,690
staggered,8
relief,731
suspicions,59
activities,103
style,349
ground,902
store,395
cheered,736
mail,616
oﬃce,127
rounded,680
roll,402
opening,917
music,967
pointing,902
hanging,709
quick,539
lessons,16
cold,384
state,127
trapped,641
twisted,8
match,927
recommend,536
likely,95
escort,641
camera,125
reaching,829
secret,127
swore,171
shuffled,531
sobbed,190
skull,111
perched,333
ass,767
permitted,639
handwriting,508
star,39
effort,218
honored,639
joking,918
joy,857
patron,932
glared,117
steered,698
paintings,127
apologized,439
cooked,252
drawing,367
fond,387
dies,383
replies,689
exist,944
becomes,576
notes,872
formed,999
makeup,468
aged,78
narrowed,888
indulged,698
remembering,411
tripped,849
envied,628
captured,934
pulse,731
grave,11
lined,911
cracked,617
kidnapped,582
stuffed,888
busied,281
positions,33
gestures,295
system,822
offering,895
booked,411
stammered,665
woken,396
plucked,8
grumbled,264
special,798
perspective,767
addressing,551
popped,531
cars,57
salary,16
include,624
ﬁgure,668
retrieved,568
hours,652
tunic,468
crushed,496
mixed,697
emotions,672
furious,75
drinks,222
imagining,909
shoe,468
chewed,977
favor,828
wakes,68
burn,613
hug,779
selected,45
comfortable,95
existence,349
demand,668
approaches,110
slow,184
training,616
adjusted,888
kissing,115
lingered,396
confusion,353
breast,731
prayed,617
confronted,114
endured,544
gained,633
troubles,474
divorce,973
rent,599
astonished,267
traveling,76
graduated,415
deserves,497
exchange,599
easy,95
charm,192
shadow,926
relax,918
confront,551
expressed,486
contacts,932
amazed,483
neighborhood,503
members,342
mid,498
newspaper,429
disturbed,267
steadied,296
rule,38
aﬀord,944
amah,152
apron,670
lean,78
gazes,222
scent,373
fucking,690
raced,665
setting,228
post,226
honest,75
illness,942
loss,738
fortune,846
closes,522
ruin,312
inspired,639
annoyed,267
pleasure,822
copy,93
cocked,650
brave,636
auntie,752
duties,347
falling,3
perform,32
polite,905
diary,896
debts,932
client,948
energy,942
rescue,442
affection,952
rush,599
hurled,813
telephoned,829
scare,624
agent,136
purpose,16
invitation,152
shuddered,849
expert,75
entertained,736
insistence,347
influence,371
collection,769
eyeing,229
cadre,640
assignment,239
knife,468
touches,541
hauled,660
chided,146
gulped,10
borrowed,438
leapt,969
smoking,106
disliked,829
breaks,689
bury,303
reads,576
spending,43
sailed,911
mine,948
wrap,773
size,64
wasted,171
undressed,65
peeled,568
concentrate,944
descended,680
mistaken,954
accuse,312
controlled,829
jealous,75
proposal,16
board,599
promoted,165
recite,66
meaning,616
brains,967
pajamas,871
stranger,39
necks,478
scalp,47
attracted,628
residence,239
bumped,107
signature,59
waking,114
popular,640
lawyer,948
seduced,554
nurse,840
begging,641
scooped,617
blind,636
forearm,468
version,769
absorbed,15
propped,289
starving,402
figured,196
marked,486
game,943
sighs,121
promises,743
pray,402
changing,944
screaming,755
hometown,942
arguing,45
inherited,525
posture,47
teachers,11
neared,999
squatted,86
stubborn,95
scholar,947
water,64
heel,47
favorites,127
prevented,611
fly,32
checking,301
entitled,312
parties,474
widow,806
involvement,103
sight,178
fix,933
businessman,387
ideas,16
lot,239
suﬀered,252
ofered,911
addresses,110
rifle,604
socks,47
veins,47
willed,934
feeding,690
translate,383
sigh,831
tightened,969
unlocked,665
pace,670
clung,427
track,641
bows,44
finishes,576
buys,383
lady,509
kisses,648
fire,779
bid,985
waste,402
naked,509
licked,8
opinions,756
consulted,45
haunted,698
transformed,61
dried,107
behave,612
smashed,328
posed,544
cupped,448
comrades,926
breakfast,128
awakened,628
referring,343
approve,918
color,178
complaining,258
matter,38
blow,38
kitchen,967
jobs,298
supporting,870
enough,509
spoon,670
laptop,687
braced,698
pressing,229
cooperate,319
acquired,51
sneaked,439
guy,39
considering,855
matched,698
stamped,999
grandson,16
freedom,11
relaxed,809
flicked,451
horn,64
ventured,911
homework,871
vacation,31
raising,578
existed,855
artist,798
surroundings,687
claims,405
handkerchief,47
block,528
superiors,822
forces,431
moaned,568
short,39
travels,49
changes,405
curiosity,871
awaited,114
advised,411
scrutinized,65
struggle,773
raises,316
tip,803
beamed,264
instructions,347
taller,172
uttered,107
manager,798
is,94
composure,47
pour,228
cups,249
niece,769
shield,641
refuses,560
property,760
benefit,35
squad,760
puzzled,267
obliged,118
predicted,918
persisted,51
retorted,10
maintained,163
pardon,395
flat,424
ﬁnish,51
ﬁgured,486
ignores,260
pipe,125
abdomen,262
closer,75
unhappy,387
handled,706
much,95
recognizes,44
eats,560
falls,44
rolls,121
repeats,214
listens,44
realizes,866
expects,632
windows,226
rehearsed,343
pause,94
generosity,16
generous,39
respects,474
parked,330
entering,171
hard,136
views,943
attempts,926
belief,239
anxiety,127
create,402
forgiven,730
tease,690
stroll,668
unfolded,457
successful,95
penis,987
guilt,16
advise,312
raped,554
fascinated,267
bow,844
mirror,143
compared,628
whipped,660
edged,568
envy,740
meets,260
appetite,722
regained,289
rank,616
hailed,163
urging,542
memorized,415
supplied,189
ﬁsts,687
trick,624
studio,672
grins,121
swing,779
cane,48
defending,118
prodded,660
stalk,226
famous,798
devoted,954
summon,934
moments,127
text,96
strikes,405
separate,7
heartbeat,47
presses,522
documents,342
covers,541
underwear,47
lunged,969
lesson,11
army,192
challenge,779
reappeared,531
next,39
sadness,445
stride,756
terrified,458
flinched,330
defend,554
sleeps,632
showered,396
intention,16
harm,216
reluctant,75
pistol,0
inquired,544
source,505
guarantee,76
associate,96
services,822
audience,756
fumbled,531
achieved,343
cards,340
victim,597
moment,875
records,943
sharing,455
shaken,114
partners,342
composed,76
cherished,829
nickname,429
club,967
investigating,76
tracked,171
stabbed,870
noses,423
bearings,373
sucks,541
torso,47
confess,196
scrubbed,289
crept,977
owns,189
conversations,35
expose,628
tickets,62
complimented,146
guns,119
wet,184
funeral,952
treasure,357
blinks,44
notices,576
curse,844
title,239
basket,468
lecture,35
meetings,166
fills,727
wipe,193
pity,807
new,509
beds,470
kneeling,427
enters,316
hugging,641
perfect,997
chat,402
whore,509
secured,328
stopping,118
photograph,932
lacked,633
buttocks,47
nipples,111
tended,564
forbidden,833
whisper,432
split,171
chances,857
executed,416
beard,604
progress,926
confidence,672
description,16
wounds,59
remains,815
stationed,378
conceded,543
accompanying,768
beer,687
faith,178
profession,239
groin,262
explanation,896
hastened,585
fingernails,987
level,91
concerns,479
volunteered,438
bottle,687
record,523
mark,528
protest,427
consult,7
shed,339
urge,170
surveyed,999
firm,218
houses,470
insulted,456
white,584
pouring,106
emptied,755
fainted,51
rifles,147
strokes,679
laws,943
screams,679
mistakes,209
shuts,522
introduces,820
imprisoned,929
celebrated,736
witness,308
resting,51
cost,554
shy,640
panic,654
sweat,327
patient,136
sentence,722
discussing,118
town,103
screwed,564
fanned,617
law,896
rushing,706
stated,343
locate,312
joins,560
spared,334
mentor,806
imagines,44
disappearance,239
shirts,926
apartments,62
cutting,870
fixed,343
cautious,75
writer,509
cooperation,943
fifties,498
wall,952
costume,672
cheer,303
dealing,855
stooped,903
bureau,795
cell,347
whereabouts,508
blocked,328
breaking,38
slips,405
shooed,574
ﬁght,32
shooting,690
attached,973
bottom,687
snaps,820
closet,349
cautioned,829
worse,509
dusted,8
exposed,328
weighed,51
drowned,15
foolish,41
roommate,942
equal,4
arrives,68
shape,943
loses,68
insult,495
teaches,820
wraps,541
desired,216
thanking,416
scold,115
confident,387
enthusiasm,687
satisfy,624
departed,51
pretending,45
restrained,698
bride,178
lower,97
obeyed,736
draped,289
gesture,327
argument,298
territory,11
stretch,78
daddy,760
permit,416
attending,76
decides,560
factory,767
soup,127
suggests,820
congratulate,641
bothering,554
examining,106
countered,888
regards,49
humor,226
weep,94
conscious,387
drives,730
sacrifice,803
whistled,531
calligraphy,178
unit,875
joke,654
crush,99
judged,698
gain,32
phones,199
mission,822
choosing,46
depressed,636
dog,747
scrambled,330
computer,16
ex,342
income,340
retreat,901
tricked,118
qi,166
recognised,203
sweetheart,474
liar,387
ﬁt,323
surprising,303
suited,929
ship,523
parts,209
soothed,328
spoiled,554
demeanor,125
cheat,985
tutor,491
craned,999
bracelet,672
involve,554
blaming,115
expertise,342
worker,640
thanks,218
wriggled,660
chase,855
despised,61
butt,796
cap,125
weapon,299
hanged,118
adopt,7
habit,846
incapable,387
crosses,44
encounter,723
invented,76
flattered,332
announces,820
manages,44
prostitute,636
hitting,216
alert,596
worship,228
compare,290
cheekbones,111
heir,509
gloves,468
squeeze,668
pupils,262
pale,178
center,34
shame,707
brushes,679
manners,166
washing,325
weeping,193
tolerate,216
sweating,697
pursed,585
suspicious,636
prefers,632
produce,78
judgment,828
immersed,216
gang,371
intentions,952
fingertips,468
jolted,328
roused,328
